中央机构,地市级政府,区县级政府,乡镇级政府,村委会,居委会,街道办,公安机关,公证处,法院,司法局,检察院,消防局,工商局,税务局,财政局,民政局,交管局,电信局,测绘院/勘测院/规划院,海关,"委,办,局",档案馆,产权交易中心,涉外机构,驻地机构,党派团体,福利机构
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市机械行业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市小额贷款行业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市循环经济协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市乒乓球协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区下梅林港澳海外同乡会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市妇女发展研究会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市妇联,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市公证员协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市儿童福利会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市郑卫宁慈善基金会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳关爱残友志愿者协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市信息行业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市基督教协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区上梅林港澳同胞海外华侨黄氏宗亲会联络站,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市国内银行同业公会,
,,,,,,,,,,,,,,,,,,,,,,,,,,社区工会工作委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,社区科学技术协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市物业管理协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市住宅产业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,社区计划生育协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,社区残疾人联合协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,社区关心下一代工作委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,社区妇女工作委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,社区科学技术协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市艺术摄影学会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市群众文化学会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市家用电器行协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市电子商会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市企业技术创新促进会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市装饰行业协会设计师选材中心,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市不动产估价学会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市自动化协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市档案学会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市收藏协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市工交工会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市总工会办公室,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市信息行业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市总工会企事业管理部,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市总工会生产保护部,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市私营企业协会福田区工作委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市知识经济协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市总工会组织部,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市直属机关工会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市劳动和社会保障局职业培训协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳企业家书画学会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市科技专家协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳软件行业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市档案行业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市总工会财务部,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市总工会宣传教育部,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市总工会困难职工帮扶指导中心,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市科教文卫体工会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区企业联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市总工会法律工作部,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市总工会生活女工部,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市建设工会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳软件行业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市总工会办公室,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳宁波经济促进会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市总工会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市特种设备行业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳鹏基众鑫科技大厦联合工会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市特种设备行业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙头街道金碧社区计划生育协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙头街道上沙社区老年人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,上沙社区工会联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,上沙社区计划生育协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市私营企业协会福田区工作委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市信息软件协会分会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市羽毛球协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市保健协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市塑胶行业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙头街道石厦社区老年人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙头街道办事处石厦社区社区残疾人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区福田街道办事处残联,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区电子商会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市国际会展合作促进会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市酒业协会葡萄酒专业委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区总工会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区体育总会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳福田区网球协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市职工教育和职业培训协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区福田街道总工会,
,,,,,,,,,,,,,,,,,,,,,,,,,,施惠零铅工程慈善基金会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙尾社区计划生育协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙尾社区工会联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙尾社区残疾人联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙头街道办事处沙尾社区残疾人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市金融顾问协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区沙尾香港海外侨胞同乡会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市五四红旗团委(福荣路),
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市泉州商会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳潮青委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市城市照明学会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区残联,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳茂名科技经济促进会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳贸促会出证认证部,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市企业诚信协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深装协家装委员会、家装工程监管分会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区妇联,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市抗衰老研究会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙头角社区工会联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市盐田区消费者委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市盐田区老年协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳台商协会平湖联谊会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市龙岗区供销合作社,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市龙岗区医学会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市南安企业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市龙岗区商务工会联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市龙岗区红十字会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市陆河农资专业合作社,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市龙岗区消费者委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市喜之康饮料有限公司工会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市私营企业协会龙岗区工作委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市龙岗区集邮协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市企业投资者联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,水径社区社区残疾人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市龙岗区布吉民间音乐协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市龙岗区布吉民间音乐协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市乐安居商业有限公司团支部,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市乐安居商业公司工会联合会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市龙岗区供销合作联社坪山社,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市香港坪山同乡会联络处,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道劳动办工会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道东塘社区工会联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道爱心一族协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道沙企社区居委会工会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道蚝三社区居委会工会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道沙企社区工会联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道马安山社区工会联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,山门社区老年人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,上早居委会计划生育协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市港荣五金制品有限公司工会基层委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区观澜商会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市舞蹈协会洪武飞扬武道中心,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安福安实业有限公司工会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福围股份合作公司工会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳台商协会福永联谊会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区新安成人文化技术学校工会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市稔田股份合作公司工会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市万顺源科技有限公司工会基层委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福星股份合作公司工会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市大浪上早股份合作公司工会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市大浪赤岭股份合作公司工会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市光明新区公明文化体育中心工会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区观澜镇福民经济发展公司工会职工之家,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区科学技术协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳台商协会沙井联谊会,
,,,,,,,,,,,,,,,,,,,,,,,,,,薯田埔居委会工会联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,松岗个私协分会办公室,
,,,,,,,,,,,,,,,,,,,,,,,,,,松岗街道罗田社区老年人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,松岗社区老年人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,松岗街道东方社区老年人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区大浪街道老年协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区龙华商会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市三和实业发展有限公司工会基层委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区龙华商会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道上星居委社区老年人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道上寮居委社区老年人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道沙井社区妇女维权工作站,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道沙井社区委员会工会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道新桥社区残疾人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道美术创作学会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道沙井社区工会联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道沙井居委社区残疾人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道坣岗居民委员会社区残疾人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道美术协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道新桥社区居委会工会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道坣岗社区工会联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道万丰居委社区老年人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道坣岗居民委员会社区老年人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,社区老年人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳宝安沙井供销合作社,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市门球协会沙井分会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳荣丰电路板有限公司工会基层委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区影剧院工会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳利华皮具实业有限公司工会基层委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区大家乐艺术协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市物业管理协会宝安办事处,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区健步运动协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区青少年书画协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区网吧协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区体育舞蹈协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区归国华侨联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市标域汽车销售服务有限公司工会基层委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区新安商会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市节能专家联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市监理工程师协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市仙城商会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳潮人海外经济促进会潮商工作委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市五四红旗团委(福荣路),
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳潮人海外经济促进会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市潮汕商会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙头街道石厦社区老年人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区总工会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市抗衰老研究会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳福田区网球协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市总工会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳发行集团工会工作委员会办公室,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市总工会办公室,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市工交工会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市总工会企事业管理部,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市人才交流服务中心联合委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市人力资源服务协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市文联,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市总工会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市民间文艺家协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市文艺评论家协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市四川经贸文化促进会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市音乐家协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市群众文化学会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市电影电视家协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市美术家协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市建设工会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市摄影学会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市作家协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市留学生联谊会福田分会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市义工联,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市电子学会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市禁毒基金会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市总工会企事业管理部,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市信用协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市监理工程师协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,上沙社区工会联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区香蜜湖街道总工会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市信息软件协会分会,
,,,,,,,,,,,,,,,,,,,,,,,,,,上沙社区计划生育协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市妇联,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市公证员协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市妇女发展研究会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区总商会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳中国茶文化研究会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市房地产经纪行业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市公证员协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区总商会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市房地产经纪行业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市温州商会1,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安福安实业有限公司工会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳茂名科技经济促进会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市留学生联谊会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市文联,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市总商会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市民间文艺家协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市电影电视家协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市企业投资者联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市美术家协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市建设工会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市摄影学会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市戏剧家协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳读书月组委会办公室,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市诚信联盟协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市翻译协会会长室,
,,,,,,,,,,,,,,,,,,,,,,,,,,水贝社区居委会工会联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,水贝社区居委会老年人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,水贝社区居委会计划生育协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区新安商会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区大浪街道老年协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区龙华商会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市天主教爱国会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市园林学会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市南山区体育总会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市南山区总商会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市南山区消费者委员会南山监督站,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市光学学会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市汽车租赁行业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳国际人才交流协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区华富街道办事处残联,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市家用电器行协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市企业技术创新促进会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宗教文化研究会国学堂,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市住宅产业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市继续教育协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市消费者委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市南山区蛇口街道科协,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市质量管理协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,搜美行自驾车俱乐部,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市私营企业协会福田区工作委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市食品科学技术学会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市太阳能学会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙井街道劳动办工会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市会计学会罗湖区分会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市罗湖区碧波社区职工之家,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市罗湖区慈善会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区残联,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区妇联,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市泉州商会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市绿色基金会,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙头街道新沙社区老年人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳世界贸易中心会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市台商协会松岗联谊会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市社会福利有奖募捐委员会办公室,
,,,,,,,,,,,,,,,,,,,,,,,,,,沙头角社区工会联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市体育竞赛与训练协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,搜美行自驾车俱乐部,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市太阳能学会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区福田街道办事处残联,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区大家乐艺术协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市物业管理协会宝安办事处,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区健步运动协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区体育舞蹈协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市宝安区青少年书画协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福星股份合作公司工会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市郑卫宁慈善基金会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市南山区蛇口街道科协,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市香港坪山同乡会联络处,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市龙岗区供销合作联社坪山社,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市教育学会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市归侨侨眷企业家联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市电影发行放映协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,世界客属总会中国秘书处,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市半导体行业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市留学生联谊会龙岗分会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市龙岗区红十字会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市食品科学技术学会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市龙岗区坪地商会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市光明新区公明文化体育中心工会委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市商业联合会,
,,,,,,,,,,,,,,,,,,,,,,,,,,松岗社区老年人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,山门社区老年人协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市塑胶行业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳台商协会福永联谊会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市警察基金会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市原粤赣湘边纵队战友联谊会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳湖南商会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市专家联谊会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市印刷行业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市盐田区消费者委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区消费者委员会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区残联,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市福田区妇联,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市体育总会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市跆拳道协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市老年人体育协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市特种设备行业协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市帆船帆板运动协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市信鸽协会,
,,,,,,,,,,,,,,,,,,,,,,,,,,深圳市残联,
